iata,name,city,city_norm,country,continent,type,lat,lon
BEG,Belgrade Nikola Tesla Airport,Belgrade,belgrade,RS,EU,large_airport,44.818401,20.309099
BZE,Philip S. W. Goldson International Airport,Belize City,belize city,BZ,NA,large_airport,17.539951,-88.303556
ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,bella bella,CA,NA,medium_airport,52.185001,-128.156994
QBC,Bella Coola Airport,Bella Coola,bella coola,CA,NA,medium_airport,52.387501,-126.596001
BLV,Scott AFB/Midamerica Airport,Belleville,belleville,US,NA,medium_airport,38.5452,-89.835197
BLI,Bellingham International Airport,Bellingham,bellingham,US,NA,medium_airport,48.79280090332031,-122.53800201416016
CNF,Tancredo Neves International Airport,Belo Horizonte,belo horizonte,BR,SA,large_airport,-19.63571,-43.966928
BLR,Kempegowda International Airport Bengaluru,Bengaluru,bengaluru,IN,AS,large_airport,13.1979,77.706299
BFY,Bengbu Tenghu Airport,Bengbu,bengbu,CN,AS,medium_airport,33.166389,117.058333
BKS,Fatmawati Soekarno Airport,Bengkulu,bengkulu,ID,AS,medium_airport,-3.8637,102.338997
BNI,Benin Airport,Benin,benin,NG,AF,medium_airport,6.316979885101318,5.5995001792907715
BEN,Benina International Airport,Benina,benina,LY,AF,large_airport,32.096802,20.269501
BQU,J F Mitchell Airport,Bequia,bequia,VC,NA,medium_airport,12.9884,-61.262001
BBO,Berbera Airport,Berbera,berbera,SO,AF,medium_airport,10.385035,44.936723
BGO,"Bergen Airport, Flesland",Bergen,bergen,NO,EU,large_airport,60.2934,5.21814
EGC,Bergerac Dordogne-Périgord airport,Bergerac,bergerac,FR,EU,medium_airport,44.825298,0.518611
KNO,Kualanamu International Airport,Beringin,beringin,ID,AS,large_airport,3.637847,98.870566
BVG,Berlevåg Airport,Berlevåg,berlevag,NO,EU,medium_airport,70.871517,29.034097
BER,Berlin Brandenburg Airport,Berlin,berlin,DE,EU,large_airport,52.361738,13.502341
BRN,Bern Airport,Bern,bern,CH,EU,medium_airport,46.912736,7.498819
BPY,Besalampy Airport,Besalampy,besalampy,MG,AF,medium_airport,-16.74453,44.482484
OGZ,Vladikavkaz Beslan International Airport,Beslan,beslan,RU,EU,medium_airport,43.205101,44.606602
BET,Bethel Airport,Bethel,bethel,US,NA,medium_airport,60.77980042,-161.8379974
BZR,Béziers Vias airport,Béziers,beziers,FR,EU,medium_airport,43.323502,3.3539
BHU,Bhavnagar Airport,Bhavnagar,bhavnagar,IN,AS,medium_airport,21.752199173,72.1852035522
BHO,Raja Bhoj International Airport,Bhopal,bhopal,IN,AS,large_airport,23.2875,77.337402
BBI,Biju Patnaik International Airport,Bhubaneswar,bhubaneswar,IN,AS,large_airport,20.251021,85.814747
BHJ,Bhuj Airport,Bhuj,bhuj,IN,AS,medium_airport,23.2877998352,69.6701965332
KUU,Kullu Manali Airport,Bhuntar,bhuntar,IN,AS,medium_airport,31.876699,77.154404
BIK,Frans Kaisiepo Airport,Biak,biak,ID,AS,medium_airport,-1.19002,136.108002
BIQ,Biarritz Pays Basque airport,Biarritz,biarritz,FR,EU,medium_airport,43.468372,-1.523223
BFJ,Bijie Feixiong Airport,Bijie,bijie,CN,AS,medium_airport,27.267066,105.472097
PAB,Bilaspur Airport,Bilaspur,bilaspur,IN,AS,medium_airport,21.9884,82.111
BIO,Bilbao Airport,Bilbao,bilbao,ES,AF,large_airport,43.301102,-2.91061
BIL,Billings Logan International Airport,Billings,billings,US,NA,medium_airport,45.808932,-108.541242
BLL,Billund Airport,Billund,billund,DK,EU,large_airport,55.740335,9.157019
THG,Thangool Airport,Biloela,biloela,AU,OC,medium_airport,-24.494863,150.577967
UGU,Bilorai Airport,Bilogai,bilogai,ID,AS,medium_airport,-3.739503,137.031183
BMU,Sultan Muhammad Salahuddin Airport,Bima,bima,ID,AS,medium_airport,-8.537184,118.685002
BGM,Greater Binghamton/Edwin A Link field,Binghamton,binghamton,US,NA,medium_airport,42.20869827,-75.97979736
BTU,Bintulu Airport,Bintulu,bintulu,MY,AS,medium_airport,3.12385010719,113.019996643
BIR,Biratnagar Airport,Biratnagar,biratnagar,NP,AS,medium_airport,26.48150062561035,87.26399993896484
XBJ,Birjand International Airport,Birjand,birjand,IR,AS,large_airport,32.896525,59.281258
BHX,Birmingham Airport,Birmingham,birmingham,GB,EU,large_airport,52.453899,-1.74803
BHH,Bisha Airport,Bisha,bisha,SA,AS,medium_airport,19.9844,42.620899
BSZ,Manas International Airport,Bishkek,bishkek,KG,AS,large_airport,43.061298,74.4776
BIH,Eastern Sierra Regional Airport,Bishop,bishop,US,NA,medium_airport,37.3731,-118.363998
BSK,Biskra - Mohamed Khider Airport,Biskra,biskra,DZ,AF,large_airport,34.79318,5.738899
BIS,Bismarck Municipal Airport,Bismarck,bismarck,US,NA,medium_airport,46.772734,-100.746874
OXB,Osvaldo Vieira International Airport,Bissau,bissau,GW,AF,large_airport,11.894262,-15.653596
BKQ,Blackall Airport,Blackall,blackall,AU,OC,medium_airport,-24.431678,145.429716
BQS,Ignatyevo Airport,Blagoveschensk,blagoveschensk,RU,AS,medium_airport,50.42539978027344,127.41200256347656
YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,blanc-sablon,CA,NA,medium_airport,51.4436,-57.185299
BLZ,Chileka International Airport,Blantyre,blantyre,MW,AF,large_airport,-15.677189,34.972319
BHE,Woodbourne Airport,Blenheim,blenheim,NZ,OC,medium_airport,-41.5182991027832,173.8699951171875
BFN,Bram Fischer International Airport,Bloemfontein,bloemfontein,ZA,AF,large_airport,-29.092699,26.302401
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,bloomington/normal,US,NA,medium_airport,40.4771,-88.915901
TRI,Tri-Cities Regional TN/VA Airport,Blountville,blountville,US,NA,medium_airport,36.475201,-82.407401
BEF,Bluefields Airport,Bluefields,bluefields,NI,NA,medium_airport,11.991,-83.774101
BVB,Atlas Brasil Cantanhede International Airport,Boa Vista,boa vista,BR,SA,large_airport,2.84615,-60.690648
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,bobo dioulasso,BF,AF,large_airport,11.1601,-4.33097
BOO,Bodø Airport,Bodø,bodø,NO,EU,large_airport,67.269203,14.3653
BJV,Milas Bodrum International Airport,Bodrum,bodrum,TR,AS,large_airport,37.249314,27.66401
BOG,El Dorado International Airport,Bogotá,bogota,CO,SA,large_airport,4.70159,-74.1469
BJB,Bojnord Airport,Bojnord,bojnord,IR,AS,medium_airport,37.49300003051758,57.30820083618164
BPL,Bole Alashankou Airport,Bole,bole,CN,AS,medium_airport,44.895461,82.30007
BLQ,Bologna Guglielmo Marconi Airport,Bologna,bologna,IT,EU,large_airport,44.5354,11.2887
BZO,Bolzano Airport,Bolzano (BZ),bolzano (bz),IT,EU,medium_airport,46.459245,11.326125
YVB,Bonaventure Airport,Bonaventure,bonaventure,CA,NA,medium_airport,48.071098,-65.460297
TWT,Sanga Sanga Airport,Bongao,bongao,PH,AS,medium_airport,5.048196,119.743338
YBY,Bonnyville Airport,Bonnyville,bonnyville,CA,NA,medium_airport,54.304199,-110.744003
BOD,Bordeaux–Mérignac Airport,Bordeaux,bordeaux,FR,EU,large_airport,44.82865,-0.715356
BLE,Dala Airport,Borlange,borlange,SE,EU,medium_airport,60.422001,15.5152
BSA,Bender Qassim International Airport,Bosaso,bosaso,SO,AF,large_airport,11.275235,49.139231
OCJ,Ian Fleming International Airport,Boscobel,boscobel,JM,NA,medium_airport,18.404079,-76.969754
BOS,Boston Logan International Airport,Boston,boston,US,NA,large_airport,42.36197,-71.0079
BYK,Bouaké Airport,Bouaké,bouake,CI,AF,medium_airport,7.7388,-5.07367
BLD,Boulder City Municipal Airport,Boulder City,boulder city,US,NA,medium_airport,35.947161,-114.858799
BOH,Bournemouth Airport,Bournemouth,bournemouth,GB,EU,medium_airport,50.780483,-1.839576
BVJ,Bovanenkovo Airport,Bovanenkovo,bovanenkovo,RU,AS,medium_airport,70.315278,68.333611
BZN,Bozeman Yellowstone International Airport,Bozeman,bozeman,US,NA,medium_airport,45.778853,-111.153711
BFD,Bradford Regional Airport,Bradford,bradford,US,NA,medium_airport,41.8031005859375,-78.64009857177734
BGC,Bragança Airport,Bragança,braganca,PT,EU,medium_airport,41.8578,-6.70713
BRD,Brainerd Lakes Regional Airport,Brainerd,brainerd,US,NA,medium_airport,46.402861,-94.129727
YBR,Brandon Municipal Airport,Brandon,brandon,CA,NA,medium_airport,49.91,-99.951897
BKG,Branson Airport,Branson,branson,US,NA,medium_airport,36.532082,-93.200544
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,brasilia,BR,SA,large_airport,-15.869167,-47.920834
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),brasov (ghimbav),RO,EU,large_airport,45.70558,25.522871
BTS,M. R. Štefánik Airport,Bratislava,bratislava,SK,EU,large_airport,48.1702,17.2127
BTK,Bratsk Airport,Bratsk,bratsk,RU,AS,medium_airport,56.3696,101.701822
BZV,Maya-Maya International Airport,Brazzaville,brazzaville,CG,AF,large_airport,-4.2517,15.253
BRE,Bremen Airport,Bremen,bremen,DE,EU,large_airport,53.046786,8.78932
YKF,Region of Waterloo International Airport,Breslau,breslau,CA,NA,medium_airport,43.4608,-80.378601
BES,Brest Bretagne airport,Brest,brest,FR,EU,large_airport,48.447899,-4.41854
CKB,North Central West Virginia Airport,Bridgeport,bridgeport,US,NA,medium_airport,39.2966,-80.228104
BGI,Grantley Adams International Airport,Bridgetown,bridgetown,BB,NA,large_airport,13.074667,-59.491034
BDS,Brindisi Airport,Brindisi,brindisi,IT,EU,large_airport,40.6576,17.947001
BNE,Brisbane International Airport,Brisbane,brisbane,AU,OC,large_airport,-27.384199142456055,153.11700439453125
BRS,Bristol Airport,Bristol,bristol,GB,EU,large_airport,51.382326,-2.716453
BVE,Brive Souillac airport,Brive,brive,FR,EU,medium_airport,45.039722,1.485556
BRQ,Brno-Tuřany Airport,Brno,brno,CZ,EU,medium_airport,49.151276,16.693972
KGI,Kalgoorlie Boulder Airport,Broadwood,broadwood,AU,OC,medium_airport,-30.791543,121.464586
BHQ,Broken Hill Airport,Broken Hill,broken hill,AU,OC,medium_airport,-32.0013999939,141.472000122
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,brønnøy,NO,EU,medium_airport,65.461098,12.2175
BME,Broome International Airport,Broome,broome,AU,OC,large_airport,-17.949194,122.2283
BQK,Brunswick Golden Isles Airport,Brunswick,brunswick,US,NA,medium_airport,31.258801,-81.466499
BRU,Brussels Airport,Brussels,brussels,BE,EU,large_airport,50.901402,4.48444
BZK,Bryansk International Airport,Bryansk,bryansk,RU,AS,medium_airport,53.214199,34.176399
BGA,Palonegro Airport,Bucaramanga,bucaramanga,CO,SA,medium_airport,7.1265,-73.1848
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,bucharest,RO,EU,large_airport,44.503133,26.102944
BUD,Budapest Liszt Ferenc International Airport,Budapest,budapest,HU,EU,large_airport,47.43018,19.262393
BUN,Gerardo Tobar López Airport,Buenaventura,buenaventura,CO,SA,medium_airport,3.81963,-76.9898
EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires,buenos aires,AR,SA,large_airport,-34.8222,-58.5358
BUF,Buffalo Niagara International Airport,Buffalo,buffalo,US,NA,large_airport,42.940498,-78.732201
UUA,Bugulma Airport,Bugulma,bugulma,RU,AS,medium_airport,54.641184,52.800229
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,bujumbura,BI,AF,large_airport,-3.32402,29.318501
BUA,Buka Airport,Buka Island,buka island,PG,OC,medium_airport,-5.422299,154.672698
BHK,Bukhara International Airport,Bukhara,bukhara,UZ,AS,large_airport,39.775002,64.483299
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,bulawayo,ZW,AF,large_airport,-20.016284,28.622897
UGA,Bulgan Airport,Bulgan,bulgan,MN,AS,medium_airport,48.85499954223633,103.47599792480469
BDB,Bundaberg Airport,Bundaberg,bundaberg,AU,OC,medium_airport,-24.905039,152.322612
BUX,Bunia Airport,Bunia,bunia,CD,AF,medium_airport,1.565743,30.220685
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,buon ma thuot,VN,AS,medium_airport,12.668299675,108.120002747
BUR,Hollywood Burbank Airport,Burbank,burbank,US,NA,large_airport,34.202834,-118.35805
BOJ,Burgas Airport,Burgas,burgas,BG,EU,large_airport,42.569917,27.515173
BFV,Buri Ram Airport,Buriram,buriram,TH,AS,medium_airport,15.2295,103.252998
BTV,Patrick Leahy Burlington International Airport,Burlington,burlington,US,NA,medium_airport,44.471901,-73.153297
BWT,Wynyard Airport,Burnie,burnie,AU,OC,medium_airport,-40.997039,145.726
YPZ,Burns Lake Airport,Burns Lake,burns lake,CA,NA,medium_airport,54.3764,-125.950996
NLK,Norfolk Island International Airport,Burnt Pine,burnt pine,NF,OC,medium_airport,-29.041759,167.939474
KJI,Burqin Kanas Airport,Burqin,burqin,CN,AS,medium_airport,48.2223,86.9959
PUS,Gimhae International Airport,Busan,busan,KR,AS,large_airport,35.179501,128.938004
BTM,Bert Mooney Airport,Butte,butte,US,NA,medium_airport,45.95479965209961,-112.49700164794922
BXU,Bancasi Airport,Butuan,butuan,PH,AS,medium_airport,8.9515,125.4788
CAH,Cà Mau Airport,Ca Mau City,ca mau city,VN,AS,medium_airport,9.177667,105.177778
ILO,Iloilo International Airport,Cabatuan,cabatuan,PH,AS,large_airport,10.833017,122.493358
CAB,Cabinda Airport,Cabinda,cabinda,AO,AF,medium_airport,-5.59839,12.188145
CSW,Cabo San Lucas International Airport,Cabo San Lucas,cabo san lucas,MX,NA,medium_airport,22.949072,-109.939479
CFR,Caen Carpiquet airport,Caen,caen,FR,EU,medium_airport,49.17678,-0.454883
CAG,Cagliari Elmas Airport,Cagliari,cagliari,IT,EU,large_airport,39.251499,9.05428
CNS,Cairns International Airport,Cairns,cairns,AU,OC,large_airport,-16.878921,145.74948
CAI,Cairo International Airport,Cairo,cairo,EG,AF,large_airport,30.111534,31.396694
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,cajamarca,PE,SA,medium_airport,-7.13918,-78.489403
CJC,El Loa Airport,Calama,calama,CL,SA,medium_airport,-22.498199,-68.903603
CYP,Calbayog Airport,Calbayog City,calbayog city,PH,AS,medium_airport,12.072574,124.54508
KSF,Kassel Airport,Calden,calden,DE,EU,large_airport,51.418395,9.391638
YYC,Calgary International Airport,Calgary,calgary,CA,NA,large_airport,51.118822,-114.009933
CLO,Alfonso Bonilla Aragon International Airport,Cali,cali,CO,SA,large_airport,3.542717,-76.381898
CCJ,Calicut International Airport,Calicut,calicut,IN,AS,large_airport,11.135996,75.955152
CLY,Calvi Sainte Catherine Airport,Calvi,calvi,FR,EU,medium_airport,42.530422,8.792984
CMW,Ignacio Agramonte International Airport,Camaguey,camaguey,CU,NA,large_airport,21.419909,-77.848039
YCB,Cambridge Bay Airport,Cambridge Bay,cambridge bay,CA,NA,medium_airport,69.1081008911,-105.138000488
YBL,Campbell River Airport,Campbell River,campbell river,CA,NA,medium_airport,49.950802,-125.271004
CAL,Campbeltown Airport,Campbeltown,campbeltown,GB,EU,medium_airport,55.437199,-5.68639
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,campeche,MX,NA,medium_airport,19.815969,-90.500125
CPV,Presidente João Suassuna Airport,Campina Grande,campina grande,BR,SA,medium_airport,-7.269662,-35.896057
VCP,Viracopos International Airport,Campinas,campinas,BR,SA,large_airport,-23.007404,-47.134502
CGR,Campo Grande Airport,Campo Grande,campo grande,BR,SA,medium_airport,-20.469998,-54.673988
EBA,Marina di Campo Airport,Campo nell'Elba (LI),campo nell'elba (li),IT,EU,medium_airport,42.760871,10.239811
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,campos dos goytacazes,BR,SA,medium_airport,-21.698299,-41.301701
VCA,Can Tho International Airport,Can Tho,can tho,VN,AS,large_airport,10.083397,105.709371
CAJ,Canaima Airport,Canaima,canaima,VE,SA,medium_airport,6.231989,-62.85485
CKZ,Çanakkale Airport,Çanakkale,canakkale,TR,AS,medium_airport,40.1376991272,26.4267997742
CBR,Canberra Airport,Canberra,canberra,AU,OC,medium_airport,-35.3069,149.195007
CUN,Cancún International Airport,Cancún,cancun,MX,NA,large_airport,21.040817,-86.87347
DCF,Canefield Airport,Canefield,canefield,DM,NA,medium_airport,15.336693,-61.392108
CIW,Canouan Airport,Canouan,canouan,VC,NA,medium_airport,12.699,-61.3424
CAP,Cap Haitien International Airport,Cap Haitien,cap haitien,HT,NA,large_airport,19.725547,-72.20071
CSK,Cap Skirring Airport,Cap Skirring,cap skirring,SN,AF,medium_airport,12.39533,-16.748
CGI,Cape Girardeau Regional Airport,Cape Girardeau,cape girardeau,US,NA,medium_airport,37.2253,-89.570801
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,cape lisburne,US,NA,medium_airport,68.875099,-166.110001
CPT,Cape Town International Airport,Cape Town,cape town,ZA,AF,large_airport,-33.97403,18.604333
CCF,Carcassonne Salvaza Airport,Carcassonne,carcassonne,FR,EU,medium_airport,43.216,2.30632
CWL,Cardiff International Airport,Cardiff,cardiff,GB,EU,large_airport,51.396702,-3.34333
APO,Antonio Roldán Betancur Airport,Carepa,carepa,CO,SA,medium_airport,7.81196,-76.7164
CLD,McClellan-Palomar Airport,Carlsbad,carlsbad,US,NA,medium_airport,33.1283,-117.279999
CVQ,Carnarvon Airport,Carnarvon,carnarvon,AU,OC,medium_airport,-24.884337,113.666393
JEE,Jérémie Airport,Carrefour Sanon,carrefour sanon,HT,NA,medium_airport,18.663099,-74.170303
CTG,Rafael Nuñez International Airport,Cartagena,cartagena,CO,SA,large_airport,10.4424,-75.513
CUP,General Francisco Bermúdez Airport,Carúpano,carupano,VE,SA,medium_airport,10.660014,-63.261681
CMN,Mohammed V International Airport,Casablanca,casablanca,MA,AF,large_airport,33.3675,-7.58997
CAT,Cascais Airport,Cascais,cascais,PT,EU,medium_airport,38.724998,-9.35523
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,cascavel,BR,SA,medium_airport,-25.000323,-53.501208
VRN,Verona Villafranca Valerio Catullo Airport,Caselle (VR),caselle (vr),IT,EU,large_airport,45.394955,10.887303
TRN,Turin Airport,Caselle Torinese (TO),caselle torinese (to),IT,EU,large_airport,45.200802,7.64963
CPR,Casper-Natrona County International Airport,Casper,casper,US,NA,medium_airport,42.907381,-106.461609
CDT,Castellón-Costa Azahar Airport,Castellón de la Plana,castellon de la plana,ES,EU,medium_airport,40.213889,0.073333
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,castlegar,CA,NA,medium_airport,49.296398,-117.632004
IOM,Isle of Man Airport,Castletown,castletown,IM,EU,large_airport,54.083081,-4.623871
DCM,Castres Mazamet Airport,Castres,castres,FR,EU,medium_airport,43.556301,2.28918
SLU,George F. L. Charles Airport,Castries,castries,LC,NA,medium_airport,14.0202,-60.992901
ASI,RAF Ascension Island,Cat Hill,cat hill,SH,AF,medium_airport,-7.970179,-14.392744
TBI,New Bight Airport,Cat Island,cat island,BS,NA,medium_airport,24.3153,-75.452301
CTC,Coronel Felipe Varela International Airport,Catamarca,catamarca,AR,SA,medium_airport,-28.593117,-65.7512
CTA,Catania-Fontanarossa Airport,Catania,catania,IT,EU,large_airport,37.466801,15.0664
CRM,Catarman National Airport,Catarman,catarman,PH,AS,medium_airport,12.50161,124.635258
MPH,Godofredo P. Ramos Airport,Caticlan,caticlan,PH,AS,medium_airport,11.9245,121.954002
CBT,Catumbela Airport,Catumbela,catumbela,AO,AF,medium_airport,-12.4792,13.4869
CYZ,Cauayan Airport,Cauayan City,cauayan city,PH,AS,medium_airport,16.9298992157,121.752998352
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,caxias do sul,BR,SA,medium_airport,-29.197183,-51.187647
CUK,Caye Caulker Airport,Caye Caulker,caye caulker,BZ,NA,medium_airport,17.735015,-88.032862
CYC,Caye Chapel Airport,Caye Chapel,caye chapel,BZ,NA,medium_airport,17.683792,-88.044985
CCC,Jardines Del Rey Airport,Cayo Coco,cayo coco,CU,NA,medium_airport,22.461000442499998,-78.32839965820001
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,cayo largo del sur,CU,NA,medium_airport,21.6165008545,-81.5459976196
CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,cebu city/lapu-lapu city,PH,AS,large_airport,10.309261,123.97974
CDC,Cedar City Regional Airport,Cedar City,cedar city,US,NA,medium_airport,37.70100021362305,-113.0989990234375
CID,The Eastern Iowa Airport,Cedar Rapids,cedar rapids,US,NA,medium_airport,41.884701,-91.7108
NRR,José Aponte de la Torre Airport,Ceiba,ceiba,PR,NA,medium_airport,18.247262,-65.63979
JCL,České Budějovice South Bohemian Airport,České Budějovice,ceske budejovice,CZ,EU,large_airport,48.948171,14.42832
